operacao,ocupacao
962,1
963,2
964,1
965,0
966,1
967,0
968,1
969,2
970,3
971,4
972,5
973,6
974,5
975,4
976,3
977,2
978,1
979,0
980,1
981,2
982,1
983,2
984,1
985,0
986,1
987,2
988,1
989,2
990,1
991,2
992,1
993,0
994,1
995,0
996,1
997,2
998,1
999,0
1000,1
1001,2
1002,1
1003,0
1004,1
1005,2
1006,1
1007,0
1008,1
1009,0
1010,1
1011,2
1012,1
1013,0
1014,1
1015,0
1016,1
1017,2
1018,1
1019,0
1020,1
1021,0
1022,1
1023,0
1024,1
1025,0
1026,1
1027,0
1028,1
1029,0
1030,1
1031,0
1032,1
1033,2
1034,1
1035,0
1036,1
1037,2
1038,1
1039,0
1040,1
1041,2
1042,1
1043,0
1044,1
1045,0
1046,1
1047,0
1048,1
1049,0
1050,1
1051,0
1052,1
1053,0
1054,1
1055,2
1056,1
1057,0
1058,1
1059,2
1060,1
1061,0
1062,1
1063,2
1064,1
1065,0
1066,1
1067,0
1068,1
1069,0
1070,1
1071,2
1072,1
1073,2
1074,1
1075,2
1076,3
1077,4
1078,5
1079,6
1080,7
1081,8
1082,9
1083,10
1084,9
1085,10
1086,9
1087,8
1088,9
1089,8
1090,7
1091,6
1092,5
1093,4
1094,3
1095,4
1096,3
1097,2
1098,3
1099,4
1100,3
1101,4
1102,5
1103,4
1104,5
1105,4
1106,5
1107,4
1108,3
1109,4
1110,5
1111,6
1112,7
1113,8
1114,9
1115,8
1116,9
1117,10
1118,9
1119,10
1120,9
1121,8
1122,7
1123,6
1124,7
1125,8
1126,7
1127,6
1128,5
1129,6
1130,5
1131,4
1132,5
1133,4
1134,5
1135,4
1136,3
1137,4
1138,3
1139,4
1140,3
1141,2
1142,3
1143,4
1144,5
1145,4
1146,5
1147,4
1148,5
1149,4
1150,5
1151,6
1152,5
1153,6
1154,5
1155,4
1156,5
1157,6
1158,5
1159,6
1160,5
1161,4
1162,5
1163,6
1164,5
1165,4
1166,5
1167,4
1168,3
1169,4
1170,5
1171,4
1172,3
1173,2
1174,3
1175,2
1176,3
1177,2
1178,1
1179,0
1180,1
1181,0
1182,1
1183,2
1184,3
1185,4
1186,3
1187,2
1188,3
1189,2
1190,3
1191,2
1192,1
1193,0
1194,1
1195,2
1196,1
1197,0
1198,1
1199,0
1200,1
1201,0
1202,1
1203,0
1204,1
1205,0
1206,1
1207,0
1208,1
1209,0
1210,1
1211,0
1212,1
1213,2
1214,3
1215,4
1216,3
1217,4
1218,3
1219,2
1220,1
1221,0
1222,1
1223,0
1224,1
1225,2
1226,1
1227,0
1228,1
1229,0
1230,1
1231,0
1232,1
1233,0
1234,1
1235,2
1236,1
1237,0
1238,1
1239,0
1240,1
1241,0
1242,1
1243,2
1244,1
1245,0
1246,1
1247,0
1248,1
1249,2
1250,1
1251,0
1252,1
1253,0
1254,1
1255,2
1256,1
1257,0
1258,1
1259,0
1260,1
1261,0
1262,1
1263,2
1264,1
1265,0
1266,1
1267,0
1268,1
1269,2
1270,1
1271,2
1272,3
1273,4
1274,3
1275,4
1276,3
1277,4
1278,3
1279,2
1280,1
1281,0
1282,1
1283,0
1284,1
1285,0
1286,1
1287,2
1288,1
1289,2
1290,1
1291,2
1292,3
1293,2
1294,3
1295,2
1296,1
1297,0
1298,1
1299,0
1300,1
1301,2
1302,1
1303,2
1304,3
1305,2
1306,3
1307,2
1308,3
1309,4
1310,3
1311,4
1312,3
1313,4
1314,5
1315,4
1316,3
1317,2
1318,3
1319,2
1320,1
1321,0
1322,1
1323,0
1324,1
1325,0
1326,1
1327,0
1328,1
1329,0
1330,1
1331,0
1332,1
1333,2
1334,3
1335,4
1336,5
1337,6
1338,7
1339,8
1340,9
1341,10
1342,11
1343,12
1344,11
1345,12
1346,11
1347,10
1348,9
1349,8
1350,7
1351,6
1352,5
1353,4
1354,5
1355,4
1356,3
1357,2
1358,1
1359,0
1360,1
1361,0
1362,1
1363,0
1364,1
1365,2
1366,3
1367,4
1368,5
1369,6
1370,7
1371,8
1372,9
1373,10
1374,9
1375,8
1376,9
1377,8
1378,7
1379,6
1380,5
1381,6
1382,7
1383,6
1384,5
1385,6
1386,5
1387,6
1388,7
1389,6
1390,7
1391,8
1392,9
1393,10
1394,11
1395,12
1396,11
1397,12
1398,11
1399,12
1400,11
1401,12
1402,11
1403,10
1404,11
1405,10
1406,11
1407,10
1408,9
1409,10
1410,9
1411,8
1412,7
1413,6
1414,5
1415,4
1416,3
1417,2
1418,3
1419,4
1420,3
1421,2
1422,3
1423,4
1424,5
1425,4
1426,3
1427,2
1428,1
1429,0
1430,1
1431,0
1432,1
1433,0
1434,1
1435,0
1436,1
1437,0
1438,1
1439,0
1440,1
1441,0
1442,1
1443,0
1444,1
1445,0
1446,1
1447,0
1448,1
1449,0
1450,1
1451,0
1452,1
1453,0
1454,1
1455,0
1456,1
1457,0
1458,1
1459,0
1460,1
1461,0
1462,1
1463,0
1464,1
1465,0
1466,1
1467,0
1468,1
1469,0
1470,1
1471,0
1472,1
1473,0
1474,1
1475,0
1476,1
1477,0
1478,1
1479,0
1480,1
1481,0
1482,1
1483,0
1484,1
1485,0
1486,1
1487,0
1488,1
1489,0
1490,1
1491,0
1492,1
1493,0
1494,1
1495,0
1496,1
1497,0
1498,1
1499,0
1500,1
1501,0
1502,1
1503,0
1504,1
1505,0
1506,1
1507,0
1508,1
1509,0
1510,1
1511,0
1512,1
1513,0
1514,1
1515,0
1516,1
1517,0
1518,1
1519,0
1520,1
1521,2
1522,1
1523,0
1524,1
1525,2
1526,1
1527,0
1528,1
1529,2
1530,3
1531,4
1532,5
1533,4
1534,5
1535,4
1536,3
1537,2
1538,3
1539,2
1540,1
1541,0
1542,1
1543,2
1544,1
1545,0
1546,1
1547,2
1548,1
1549,2
1550,1
1551,0
1552,1
1553,2
1554,1
1555,0
1556,1
1557,2
1558,1
1559,2
1560,1
1561,0
1562,1
1563,2
1564,1
1565,0
1566,1
1567,0
1568,1
1569,0
1570,1
1571,0
1572,1
1573,0
1574,1
1575,0
1576,1
1577,2
1578,1
1579,0
1580,1
1581,0
1582,1
1583,0
1584,1
1585,2
1586,1
1587,0
1588,1
1589,0
1590,1
1591,2
1592,1
1593,0
1594,1
1595,0
1596,1
1597,0
1598,1
1599,0
1600,1
1601,0
1602,1
1603,2
1604,3
1605,4
1606,5
1607,6
1608,7
1609,6
1610,7
1611,6
1612,5
1613,4
1614,3
1615,2
1616,1
1617,0
1618,1
1619,2
1620,3
1621,4
1622,5
1623,6
1624,7
1625,8
1626,9
1627,10
1628,11
1629,12
1630,13
1631,14
1632,15
1633,16
1634,17
1635,18
1636,19
1637,20
1638,21
1639,22
1640,23
1641,24
1642,25
1643,26
1644,27
1645,28
1646,27
1647,28
1648,27
1649,26
1650,25
1651,24
1652,23
1653,22
1654,21
1655,20
1656,19
1657,20
1658,21
1659,20
1660,19
1661,20
1662,19
1663,18
1664,17
1665,16
1666,17
1667,18
1668,17
1669,18
1670,17
1671,16
1672,17
1673,16
1674,15
1675,14
1676,13
1677,12
1678,11
1679,10
1680,11
1681,10
1682,11
1683,10
1684,11
1685,10
1686,11
1687,12
1688,13
1689,12
1690,11
1691,10
1692,11
1693,10
1694,9
1695,10
1696,9
1697,10
1698,9
1699,8
1700,7
1701,6
1702,7
1703,6
1704,7
1705,6
1706,7
1707,6
1708,7
1709,8
1710,7
1711,6
1712,5
1713,6
1714,7
1715,6
1716,5
1717,6
1718,5
1719,6
1720,5
1721,4
1722,3
1723,4
1724,3
1725,2
1726,1
1727,2
1728,3
1729,4
1730,5
1731,6
1732,7
1733,6
1734,5
1735,6
1736,7
1737,8
1738,9
1739,10
1740,11
1741,12
1742,13
1743,14
1744,15
1745,16
1746,17
1747,18
1748,19
1749,18
1750,19
1751,18
1752,19
1753,18
1754,19
1755,18
1756,17
1757,16
1758,17
1759,18
1760,17
1761,18
1762,17
1763,18
1764,17
1765,16
1766,15
1767,16
1768,17
1769,16
1770,17
1771,18
1772,19
1773,20
1774,21
1775,22
1776,23
1777,24
1778,25
1779,26
1780,27
1781,28
1782,29
1783,30
1784,31
1785,30
1786,31
1787,30
1788,29
1789,30
1790,29
1791,28
1792,29
1793,28
1794,27
1795,28
1796,29
1797,28
1798,27
1799,26
1800,25
1801,24
1802,23
1803,24
1804,25
1805,24
1806,23
1807,24
1808,25
1809,26
1810,27
1811,28
1812,29
1813,28
1814,27
1815,26
1816,27
1817,26
1818,27
1819,26
1820,27
1821,26
1822,25
1823,24
1824,23
1825,22
1826,21
1827,22
1828,21
1829,22
1830,21
1831,22
1832,21
1833,22
1834,21
1835,22
1836,21
1837,22
1838,21
1839,20
1840,19
1841,18
1842,19
1843,18
1844,19
1845,18
1846,17
1847,18
1848,17
1849,18
1850,17
1851,16
1852,17
1853,16
1854,15
1855,16
1856,15
1857,16
1858,15
1859,16
1860,17
1861,18
1862,19
1863,20
1864,21
1865,22
1866,23
1867,22
1868,21
1869,20
1870,21
1871,22
1872,23
1873,24
1874,25
1875,24
1876,25
1877,26
1878,27
1879,26
1880,27
1881,26
1882,27
1883,26
1884,25
1885,26
1886,25
1887,24
1888,25
1889,24
1890,25
1891,24
1892,23
1893,24
1894,23
1895,24
1896,23
1897,22
1898,21
1899,20
1900,19
1901,20
1902,19
1903,20
1904,19
1905,20
1906,21
1907,20
1908,21
1909,20
1910,21
1911,20
1912,21
1913,20
1914,19
1915,20
1916,19
1917,20
1918,19
1919,18
1920,17
1921,18
1922,19
1923,18
1924,17
1925,18
1926,19
1927,18
1928,17
1929,18
1930,17
1931,16
1932,17
1933,18
1934,17
1935,16
1936,17
1937,16
1938,15
1939,14
1940,15
1941,14
1942,13
1943,14
1944,13
1945,12
1946,13
1947,12
1948,13
1949,12
1950,13
1951,12
1952,11
1953,12
1954,11
1955,12
1956,13
1957,14
1958,15
1959,16
1960,17
1961,18
1962,19
1963,20
1964,21
1965,22
1966,23
1967,24
1968,23
1969,24
1970,23
1971,22
1972,23
1973,22
1974,23
1975,22
1976,23
1977,22
1978,23
1979,22
1980,21
1981,20
1982,21
1983,20
1984,19
1985,18
1986,19
1987,20
1988,19
1989,20
1990,19
1991,20
1992,19
1993,20
1994,19
1995,18
1996,19
1997,18
1998,17
1999,18
2000,17
2001,16
2002,17
2003,18
2004,17
2005,16
2006,15
2007,16
2008,17
2009,18
2010,19
2011,20
2012,21
2013,22
2014,23
2015,24
2016,25
2017,26
2018,27
2019,28
2020,29
2021,30
2022,31
2023,32
2024,33
2025,32
2026,31
2027,32
2028,33
2029,32
2030,33
2031,32
2032,31
2033,30
2034,29
2035,28
2036,29
2037,28
2038,29
2039,28
2040,29
2041,28
2042,29
2043,28
2044,29
2045,30
2046,29
2047,28
2048,27
2049,26
2050,25
2051,26
2052,27
2053,28
2054,27
2055,26
2056,27
2057,26
2058,27
2059,28
2060,29
2061,30
2062,31
2063,32
2064,33
2065,32
2066,33
2067,32
2068,33
2069,32
2070,33
2071,32
2072,33
2073,32
2074,33
2075,32
2076,33
2077,34
2078,33
2079,32
2080,33
2081,32
2082,31
2083,32
2084,31
2085,30
2086,29
2087,30
2088,31
2089,32
2090,31
2091,30
2092,29
2093,30
2094,31
2095,30
2096,31
2097,30
2098,29
2099,30
2100,29
2101,28
2102,29
2103,28
2104,27
2105,26
2106,27
2107,28
2108,29
2109,28
2110,29
2111,28
2112,27
2113,28
2114,27
2115,26
2116,25
2117,24
2118,23
2119,22
2120,23
2121,22
2122,23
2123,22
2124,23
2125,22
2126,23
2127,24
2128,23
2129,24
2130,23
2131,22
2132,21
2133,22
2134,21
2135,22
2136,21
2137,22
2138,21
2139,20
2140,21
2141,20
2142,21
2143,20
2144,19
2145,20
2146,19
2147,20
2148,21
2149,22
2150,21
2151,20
2152,21
2153,22
2154,21
2155,20
2156,21
2157,20
2158,21
2159,20
2160,21
2161,20
2162,21
2163,20
2164,21
2165,20
2166,19
2167,20
2168,19
2169,18
2170,19
2171,18
2172,19
2173,20
2174,21
2175,22
2176,23
2177,22
2178,23
2179,22
2180,23
2181,22
2182,23
2183,22
2184,23
2185,22
2186,21
2187,22
2188,23
2189,22
2190,21
2191,22
2192,21
2193,22
2194,21
2195,22
2196,23
2197,22
2198,21
2199,22
2200,23
2201,22
2202,21
2203,20
2204,21
2205,20
2206,19
2207,18
2208,17
2209,16
2210,17
2211,16
2212,17
2213,16
2214,17
2215,16
2216,15
2217,16
2218,15
2219,14
2220,15
2221,14
2222,15
2223,14
2224,13
2225,12
2226,11
2227,12
2228,11
2229,10
2230,9
2231,8
2232,7
2233,8
2234,7
2235,6
2236,7
2237,6
2238,5
2239,6
2240,5
2241,6
2242,5
2243,6
2244,7
2245,8
2246,9
2247,10
2248,11
2249,12
2250,13
2251,12
2252,13
2253,14
2254,13
2255,14
2256,15
2257,14
2258,13
2259,14
2260,15
2261,16
2262,17
2263,16
2264,17
2265,16
2266,15
2267,14
2268,15
2269,14
2270,13
2271,12
2272,11
2273,10
2274,9
2275,8
2276,7
2277,6
2278,5
2279,4
2280,3
2281,2
2282,1
2283,0
2284,1
2285,0
2286,1
2287,0
2288,1
2289,2
2290,1
2291,2
2292,3
2293,4
2294,5
2295,4
2296,3
2297,2
2298,1
2299,0
2300,1
2301,2
2302,3
2303,2
2304,1
2305,0
2306,1
2307,0
2308,1
2309,0
2310,1
2311,2
2312,1
2313,0
2314,1
2315,0
2316,1
2317,0
2318,1
2319,2
2320,3
2321,2
2322,1
2323,0
2324,1
2325,0
2326,1
2327,0
2328,1
2329,0
2330,1
2331,0
2332,1
2333,0
2334,1
2335,0
2336,1
2337,2
2338,1
2339,0
2340,1
2341,0
2342,1
2343,0
2344,1
2345,0
2346,1
2347,0
2348,1
2349,2
2350,3
2351,4
2352,5
2353,6
2354,7
2355,6
2356,5
2357,6
2358,5
2359,6
2360,5
2361,6
2362,7
2363,6
2364,5
2365,6
2366,5
2367,4
2368,5
2369,4
2370,5
2371,4
2372,3
2373,2
2374,1
2375,2
2376,3
2377,2
2378,1
2379,2
2380,3
2381,2
2382,3
2383,2
2384,1
2385,2
2386,1
2387,0
2388,1
2389,2
2390,1
2391,0
2392,1
2393,0
2394,1
2395,0
2396,1
2397,2
2398,1
2399,0
2400,1
2401,0
2402,1
2403,0
2404,1
2405,0
2406,1
2407,2
2408,1
2409,0
2410,1
2411,2
2412,1
2413,0
2414,1
2415,0
2416,1
2417,2
2418,1
2419,0
2420,1
2421,0
2422,1
2423,2
2424,3
2425,4
2426,3
2427,2
2428,1
2429,0
2430,1
2431,0
2432,1
2433,0
2434,1
2435,2
2436,3
2437,4
2438,5
2439,6
2440,7
2441,8
2442,7
2443,8
2444,7
2445,6
2446,7
2447,6
2448,5
2449,4
2450,3
2451,2
2452,1
2453,2
2454,1
2455,0
2456,1
2457,2
2458,3
2459,2
2460,1
2461,2
2462,1
2463,2
2464,1
2465,0
2466,1
2467,0
2468,1
2469,0
2470,1
2471,0
2472,1
2473,0
2474,1
2475,2
2476,3
2477,4
2478,5
2479,6
2480,7
2481,8
2482,9
2483,8
2484,7
2485,6
2486,5
2487,4
2488,5
2489,4
2490,3
2491,4
2492,5
2493,4
2494,3
2495,4
2496,5
2497,4
2498,3
2499,2
2500,3
2501,2
2502,1
2503,2
2504,1
2505,2
2506,1
2507,0
2508,1
2509,0
2510,1
2511,0
2512,1
2513,2
2514,3
2515,4
2516,5
2517,6
2518,5
2519,4
2520,3
2521,4
2522,3
2523,2
2524,1
2525,0
2526,1
2527,2
2528,1
2529,2
2530,1
2531,0
2532,1
2533,0
2534,1
2535,2
2536,3
2537,4
2538,5
2539,6
2540,5
2541,4
2542,3
2543,2
2544,1
2545,0
2546,1
2547,2
2548,1
2549,0
2550,1
2551,2
2552,3
2553,2
2554,3
2555,2
2556,3
2557,2
2558,3
2559,4
2560,5
2561,6
2562,7
2563,8
2564,9
2565,8
2566,9
2567,10
2568,9
2569,10
2570,11
2571,12
2572,13
2573,12
2574,13
2575,12
2576,13
2577,12
2578,13
2579,12
2580,13
2581,12
2582,13
2583,12
2584,13
2585,12
2586,13
2587,12
2588,13
2589,12
2590,11
2591,12
2592,11
2593,12
2594,13
2595,12
2596,11
2597,12
2598,11
2599,10
2600,11
2601,10
2602,9
2603,10
2604,9
2605,10
2606,11
2607,12
2608,13
2609,14
2610,15
2611,16
2612,17
2613,18
2614,19
2615,20
2616,21
2617,20
2618,21
2619,20
2620,21
2621,20
2622,21
2623,20
2624,21
2625,20
2626,21
2627,20
2628,21
2629,20
2630,21
2631,20
2632,21
2633,20
2634,21
2635,20
2636,19
2637,18
2638,17
2639,18
2640,19
2641,20
2642,21
2643,22
2644,23
2645,24
2646,25
2647,26
2648,27
2649,28
2650,29
2651,30
2652,31
2653,32
2654,33
2655,34
2656,35
2657,36
2658,37
2659,38
2660,39
2661,40
2662,41
2663,42
2664,43
2665,44
2666,45
2667,46
2668,47
2669,48
2670,49
2671,50
2672,51
2673,52
2674,53
2675,54
2676,55
2677,56
2678,57
2679,58
2680,59
2681,60
2682,61
2683,62
2684,63
2685,64
2686,65
2687,66
2688,67
2689,68
2690,69
2691,70
2692,71
2693,72
2694,73
2695,74
2696,75
2697,74
2698,75
2699,76
2700,77
2701,78
2702,77
2703,78
2704,77
2705,78
2706,77
2707,78
2708,77
2709,78
2710,79
2711,78
2712,79
2713,78
2714,79
2715,78
2716,79
2717,78
2718,79
2719,78
2720,79
2721,78
2722,79
2723,78
2724,79
2725,78
2726,77
2727,76
2728,77
2729,78
2730,79
2731,80
2732,81
2733,82
2734,81
2735,80
2736,81
2737,82
2738,83
2739,82
2740,83
2741,82
2742,81
2743,80
2744,81
2745,82
2746,83
2747,82
2748,83
2749,82
2750,81
2751,80
2752,79
2753,80
2754,81
2755,82
2756,81
2757,82
2758,83
2759,84
2760,85
2761,86
2762,87
2763,88
2764,89
2765,90
2766,91
2767,92
2768,93
2769,94
2770,95
2771,96
2772,97
2773,98
2774,99
2775,98
2776,97
2777,96
2778,95
2779,94
2780,93
2781,92
2782,91
2783,90
2784,89
2785,88
2786,87
2787,86
2788,85
2789,84
2790,83
2791,82
2792,81
2793,80
2794,79
2795,78
2796,77
2797,76
2798,75
2799,74
2800,73
2801,72
2802,71
2803,70
2804,69
2805,68
2806,67
2807,66
2808,65
2809,64
2810,63
2811,62
2812,61
2813,60
2814,59
2815,58
2816,57
2817,56
2818,55
2819,54
2820,53
2821,52
2822,51
2823,50
2824,49
2825,50
2826,49
2827,50
2828,51
2829,52
2830,51
2831,50
2832,49
2833,48
2834,49
2835,50
2836,49
2837,48
2838,47
2839,48
2840,47
2841,46
2842,47
2843,46
2844,45
2845,44
2846,43
2847,42
2848,41
2849,40
2850,39
2851,38
2852,37
2853,36
2854,35
2855,34
2856,33
2857,32
2858,31
2859,30
2860,29
2861,28
2862,27
2863,26
2864,25
2865,24
2866,23
2867,22
2868,23
2869,24
2870,25
2871,26
2872,25
2873,24
2874,23
2875,24
2876,25
2877,26
2878,27
2879,28
2880,29
2881,30
2882,31
2883,32
2884,33
2885,34
2886,33
2887,32
2888,31
2889,32
2890,33
2891,34
2892,33
2893,34
2894,33
2895,34
2896,33
2897,34
2898,35
2899,36
2900,37
2901,38
2902,39
2903,40
2904,41
2905,42
2906,43
2907,44
2908,43
2909,44
2910,43
2911,44
2912,43
2913,44
2914,43
2915,44
2916,43
2917,44
2918,43
2919,44
2920,43
2921,44
2922,43
2923,44
2924,43
2925,44
2926,43
2927,44
2928,43
2929,44
2930,43
2931,44
2932,43
2933,42
2934,43
2935,42
2936,41
2937,40
2938,41
2939,42
2940,41
2941,42
2942,43
2943,42
2944,41
2945,42
2946,41
2947,42
2948,41
2949,40
2950,39
2951,38
2952,37
2953,36
2954,35
2955,34
2956,33
2957,32
2958,31
2959,30
2960,29
2961,28
2962,27
2963,26
2964,25
2965,24
2966,23
2967,22
2968,21
2969,20
2970,19
2971,18
2972,17
2973,18
2974,19
2975,20
2976,21
2977,22
2978,23
2979,24
2980,25
2981,24
2982,25
2983,24
2984,25
2985,24
2986,25
2987,24
2988,25
2989,26
2990,25
2991,26
2992,25
2993,24
2994,25
